task,context,task_id,env,complexity,original_filename
"Написать функцию УчетТоваровПоИнвентаризации(ДатаНачала, ДатаОкончания), которая формирует таблицу остатков товаров за заданный период, скорректированных по результатам инвентаризации.
Данные остатков товаров брать из регистра накопления ""ТоварныеЗапасы"".
Инвентаризаций считать документы ""ОперацияПоУчетуТоваров"", в которых реквизит ""СодержаниеОперации"" содержит одну из возможных вариаций подстрок:
   ""инвентаризация"", ""в результате инвентаризации"", ""по инвентаризации"", ""инвентар."".
     
Параметры функции:
ДатаНачала (тип: Дата) - начало периода.
ДатаОкончания (тип: Дата) - окончание периода.
   
Функция должна вернуть таблицу значений с колонками:
* Товар (тип: СправочникСсылка.Товар) - товар.
* Склад (тип: СправочникСсылка.Склады) - склад.
* Корректировка (тип : ДокументСсылка.ОперацияПоУчетуТоваров) - документ корректировки по результатам инвентаризации. 
* ЗначениеКорректировки - (тип: Число) - значение корректровки остатка товара.  
* ОстатокНаКонецПериода - (тип: Число) - остаток товара на дату окончания периода.","{""Documents"": [{""id"": ""ОперацияПоУчетуТоваров"", ""name"": ""Операция по учету товаров"", ""Attributes"": [{""id"": ""СодержаниеОперации"", ""name"": ""Содержание операции"", ""types"": [{""type"": ""String"", ""StringQualifiers"": ""0""}]}, {""id"": ""Организация"", ""name"": ""Организация"", ""types"": [{""type"": ""Ref"", ""id"": ""Справочник.Организации""}]}]}], ""AccumulationRegisters"": [{""id"": ""ТоварныеЗапасы"", ""name"": ""Товарные запасы"", ""RegisterType"": ""Balance"", ""Dimensions"": [{""id"": ""Товар"", ""name"": ""Товар"", ""types"": [{""type"": ""Ref"", ""id"": ""Справочник.Товары""}]}, {""id"": ""Склад"", ""name"": ""Склад"", ""types"": [{""type"": ""Ref"", ""id"": ""Справочник.Склады""}]}], ""Resources"": [{""id"": ""Количество"", ""name"": ""Количество"", ""types"": [{""type"": ""Number"", ""NumberQualifiers"": ""10.2""}]}]}], ""Catalogs"": [{""id"": ""Склады"", ""name"": ""Склады"", ""Attributes"": [{""id"": ""НеИспользовать"", ""name"": ""Не использовать"", ""types"": [{""type"": ""Boolean""}]}]}, {""id"": ""Товары"", ""name"": ""Товары"", ""Attributes"": [{""id"": ""Артикул"", ""name"": ""Артикул"", ""types"": [{""type"": ""String"", ""StringQualifiers"": ""15""}]}, {""id"": ""Поставщик"", ""name"": ""Поставщик"", ""types"": [{""type"": ""Ref"", ""id"": ""Справочник.Контрагенты""}]}, {""id"": ""ФайлКартинки"", ""name"": ""Картинка"", ""types"": [{""type"": ""Ref"", ""id"": ""Справочник.ХранимыеФайлы""}]}, {""id"": ""Вид"", ""name"": ""Вид"", ""types"": []}, {""id"": ""Штрихкод"", ""name"": ""Штрихкод"", ""types"": [{""type"": ""String"", ""StringQualifiers"": ""20""}]}, {""id"": ""Описание"", ""name"": ""Описание"", ""types"": [{""type"": ""String"", ""StringQualifiers"": ""0""}]}]}]}",task_076,server,high,task6_сложн_Куликова_v1.epf
"Написать функцию ЗагрузитьЦеныТоваровJSON(СтрокаJSON), которая загружает цены товаров в регистр сведений ""ЦеныТоваров"" из строки JSON.  
Функция должна:
  1) преобразовать строку в формате JSON в массив структур или структуру. 
  2) по свойствам ""article"" и ""description"" найти элемент справочника ""Товары"". Если товар не найден, тогда цену по нему не загружать. 
  3) по свойству найти ""type_of_price"" найти элемент справочника ""ВидыЦен"". Если вид цен не найден, тогда цену не загружать. 
  4) свойство ""price"" проверить на отрицательные значения. Если цена < 0, тогда цену не загружать.
  5) создать запись в регистр сведений ""ЦеныТоваров"" с флагом Замещать = Истина.
  
Параметр функции:
    СтрокаJSON (тип Строка) - строка в формате JSON, которая содержит данные о цене товара на период.  
    Обязательными являются свойства: 
        ""article"": артикул товара. Тип значения свойства: Строка(15). Соответствует реквизиту ""Артикул"" справочника ""Товары"". 
        ""description"": наименование товара. Тип значения свойства: Строка(50). Соответствует реквизиту ""Наименование"" справочника ""Товары"".
        ""date"": период. Тип значения свойства: Дата. Соответствует полю ""Период"" регистра сведений ""ЦеныТоваров"".     
        ""type_of_price"": вид цен. Тип значения свойства: Строка(25). Соответствует реквизиту ""Наименование"" справочника ""ВидыЦен"".
        ""price"": цена. Тип значения свойства: Число(10,2). Соответствует полю ""Цена"" регистра сведений ""ЦеныТоваров"".
	Пример строки JSON:   
	{
		{
		 ""article"": ""Kol67"",
		 ""description"": ""Колбаса"",
		 ""date"": ""2024-09-01T00:00:00"",
		 ""type_of_price"": ""Оптовая"",
		 ""price"": 90 
		 },
		 
		{
		 ""article"": ""Bos0009"",
		 ""description"": ""Босоножки"",
		 ""date"": ""2024-09-01T00:00:00"",
		 ""type_of_price"": ""Розничная"",
		 ""price"": 1000 
		 }  
    }","{""InformationRegisters"": [{""id"": ""ЦеныТоваров"", ""name"": ""Цены товаров"", ""InformationRegisterPeriodicity"": ""Day"", ""WriteMode"": ""Independent"", ""Dimensions"": [{""id"": ""Товар"", ""name"": ""Товар"", ""types"": [{""type"": ""Ref"", ""id"": ""Справочник.Товары""}]}, {""id"": ""ВидЦен"", ""name"": ""Вид цен"", ""types"": [{""type"": ""Ref"", ""id"": ""Справочник.ВидыЦен""}]}], ""Resources"": [{""id"": ""Цена"", ""name"": ""Цена"", ""types"": [{""type"": ""Number"", ""NumberQualifiers"": ""10.2""}]}]}], ""Catalogs"": [{""id"": ""ВидыЦен"", ""name"": ""Виды цен"", ""Attributes"": []}, {""id"": ""Товары"", ""name"": ""Товары"", ""Attributes"": [{""id"": ""Артикул"", ""name"": ""Артикул"", ""types"": [{""type"": ""String"", ""StringQualifiers"": ""15""}]}, {""id"": ""Поставщик"", ""name"": ""Поставщик"", ""types"": [{""type"": ""Ref"", ""id"": ""Справочник.Контрагенты""}]}, {""id"": ""ФайлКартинки"", ""name"": ""Картинка"", ""types"": [{""type"": ""Ref"", ""id"": ""Справочник.ХранимыеФайлы""}]}, {""id"": ""Вид"", ""name"": ""Вид"", ""types"": []}, {""id"": ""Штрихкод"", ""name"": ""Штрихкод"", ""types"": [{""type"": ""String"", ""StringQualifiers"": ""20""}]}, {""id"": ""Описание"", ""name"": ""Описание"", ""types"": [{""type"": ""String"", ""StringQualifiers"": ""0""}]}]}]}",task_077,server,,task7_Куликова_v1.epf
"Написать функцию СформироватьИнвентаризациюТоваров(Склад = Неопределено, ДатаИнв = Неопределено),
которая формирует инвентаризацию товаров на складе в виде таблицы значений на указанную дату.
Инвентаризация должна формироваться на основании данных регистра накопления «ТоварныеЗапасы».
Данные выбираются из регистра РегистрНакопления.ТоварныеЗапасы.Остатки с учетом следующих условий:
остатки рассчитываются на дату, переданную в параметре ДатаИнв (на конец дня);
если склад не указан, формируется инвентаризация по всем складам;
если склад указан, выполняется отбор по конкретному складу.
Перед выполнением запроса выполняется проверка входных параметров:
если дата инвентаризации не задана, используется текущая дата;
если тип даты некорректен, формируется исключение.
Формирование инвентаризации выполняется следующим образом:
выполняется запрос к регистру накопления «ТоварныеЗапасы.Остатки» на дату инвентаризации;
данные группируются по складу и товару;
рассчитывается фактическое количество остатка товара на складе;
из результирующей выборки отбираются только позиции с ненулевыми остатками.
Результат должен представлять таблицу значений (ТаблицаЗначений), где каждая строка соответствует сочетанию:
Склад + Товар.
Таблица должна содержать следующие поля:
Склад — ссылка на склад хранения товаров (измерение регистра ТоварныеЗапасы);
Товар — номенклатура (измерение регистра ТоварныеЗапасы);
КоличествоФактическое — фактический остаток товара на складе на дату инвентаризации (ресурс регистра).
После формирования таблицы выполняется сортировка данных по складу и товару для удобства анализа инвентаризационных остатков.","{""AccumulationRegisters"": [{""id"": ""ТоварныеЗапасы"", ""name"": ""Товарные запасы"", ""RegisterType"": ""Balance"", ""Dimensions"": [{""id"": ""Товар"", ""name"": ""Товар"", ""types"": [{""type"": ""Ref"", ""id"": ""Справочник.Товары""}]}, {""id"": ""Склад"", ""name"": ""Склад"", ""types"": [{""type"": ""Ref"", ""id"": ""Справочник.Склады""}]}], ""Resources"": [{""id"": ""Количество"", ""name"": ""Количество"", ""types"": [{""type"": ""Number"", ""NumberQualifiers"": ""10.2""}]}]}], ""Catalogs"": [{""id"": ""Склады"", ""name"": ""Склады"", ""Attributes"": [{""id"": ""НеИспользовать"", ""name"": ""Не использовать"", ""types"": [{""type"": ""Boolean""}]}]}, {""id"": ""Товары"", ""name"": ""Товары"", ""Attributes"": [{""id"": ""Артикул"", ""name"": ""Артикул"", ""types"": [{""type"": ""String"", ""StringQualifiers"": ""15""}]}, {""id"": ""Поставщик"", ""name"": ""Поставщик"", ""types"": [{""type"": ""Ref"", ""id"": ""Справочник.Контрагенты""}]}, {""id"": ""ФайлКартинки"", ""name"": ""Картинка"", ""types"": [{""type"": ""Ref"", ""id"": ""Справочник.ХранимыеФайлы""}]}, {""id"": ""Вид"", ""name"": ""Вид"", ""types"": []}, {""id"": ""Штрихкод"", ""name"": ""Штрихкод"", ""types"": [{""type"": ""String"", ""StringQualifiers"": ""20""}]}, {""id"": ""Описание"", ""name"": ""Описание"", ""types"": [{""type"": ""String"", ""StringQualifiers"": ""0""}]}]}]}",task_078,server,mid,task7_СредняяИнвентаризацияТоваровСкладеа_v3.epf
"Написать функцию ПроверитьСтрокуНаСоответствие(ИсходнаяСтрока, Фильтр), проверяет строку на соответствие заданным условиям.

Параметры:
ИсходнаяСтрока (тип: Строка) - строка для проверки.
Фильтр (тип: Структура) - структура условий отбора. 
Ключи структуры:
    * ИспользоватьТолькоКириллицу (тип: Булево) - Если значение = Истина, тогда исходная строка не должна содержать буквы латиницы.
    * ИспользоватьТолькоЦифры (тип: Булево) - Если значение = Истина, тогда исходная строка должна содержать только числа.
    * НачинаетсяС (тип: Строка) - Исходная строка должна начинаться с заданного символа или сочетания символов.
    * Подстрока (тип: Строка) - Исходная строка должна содержать заданную подстроку.   
    * ЭтоФорматДата(тип: Булево) - Если значение = Истина, исходная строка должна быть в формате дд.мм.гггг.  
    * ЭтоФорматТелефон(тип: Булево) - Если значение = Истина, исходная строка должна быть в формате +7(8) XXX-XXX-XX-XX или +7(8)(XXX)XXXXXXX или +7(8)XXXXXXXXXX.
    * ЭтоФорматEmail(тип: Булево) - Если значение = Истина, исходная строка должна быть в формате <локальная_часть>@<доменное_имя>.
    
 Функция должна вернуть Истину, если переданная строка удовлетворяет заданым условиям, иначе Ложь.",{},task_079,server,high,task7_сложн_Куликова_v1.epf
"Написать функцию ЗагрузитьРасчетныеСчетаКонтрагентовJSON(СтрокаJSON), которая загружает расчетные счета в справочник ""РасчетныеСчетаКонтрагентов"".  
Функция должна:
  1) преобразовать строку в формате JSON в массив структур или структуру. 
  2) по свойству ""bank_description"" найти элемент справочника ""Банки"". Если элемент не найден или помечен на удаление, загрузку не проводить.
  3) по свойству ""counterparty_code"" найти элемент справочника ""Контрагенты"". Если элемент не найден или помечен на удаление, загрузку не проводить.
  4) создать новый элемент справочника ""РасчетныеСчетаКонтрагентов"". Если элемент не уникален, элемент не записывать. 
  
Параметр функции:
    СтрокаJSON (тип Строка) - строка в формате JSON, которая содержит данные о цене товара на период.  
    Обязательными являются свойства: 
        ""bank_description"": наименование банка. Тип значения свойства: Строка(25). Соответствует реквизиту ""Наименование"" справочника ""Банки"". 
        ""counterparty_code"": код контрагента. Тип значения свойства: Строка(9). Соответствует реквизиту ""Код"" справочника ""Контрагенты"".
        ""number"": номер счета. Тип значения свойства: Строка(20). Соответствует реквизиту ""Номер"" справочника ""РасчетныеСчетаКонтрагентов"".     
   	Пример строки JSON:   
	{
		{
		 ""bank_description"": ""РемКом Банк"",
		 ""counterparty_code"": ""Мосхлеб ОАО"",
		 ""number"": ""19634532354341"" 
		 },
		 
		{
		 ""bank_description"": ""Первый Московский Банк"",
		 ""counterparty_code"": ""Магазин """"Обувь"""""",
		 ""number"": ""94639532354001""
		 }  
    }","{""Catalogs"": [{""id"": ""Банки"", ""name"": ""Банки"", ""Attributes"": []}, {""id"": ""Контрагенты"", ""name"": ""Контрагенты"", ""Attributes"": [{""id"": ""Регион"", ""name"": ""Регион"", ""types"": [{""type"": ""Ref"", ""id"": ""Справочник.Регионы""}]}, {""id"": ""Индекс"", ""name"": ""Индекс"", ""types"": [{""type"": ""String"", ""StringQualifiers"": ""10""}]}, {""id"": ""Страна"", ""name"": ""Страна"", ""types"": [{""type"": ""String"", ""StringQualifiers"": ""0""}]}, {""id"": ""Город"", ""name"": ""Город"", ""types"": [{""type"": ""String"", ""StringQualifiers"": ""0""}]}, {""id"": ""Улица"", ""name"": ""Улица"", ""types"": [{""type"": ""String"", ""StringQualifiers"": ""0""}]}, {""id"": ""Дом"", ""name"": ""Дом"", ""types"": [{""type"": ""String"", ""StringQualifiers"": ""15""}]}, {""id"": ""Телефон"", ""name"": ""Телефон"", ""types"": [{""type"": ""String"", ""StringQualifiers"": ""16""}]}, {""id"": ""ЭлектроннаяПочта"", ""name"": ""Электронная почта"", ""types"": [{""type"": ""String"", ""StringQualifiers"": ""40""}]}, {""id"": ""Факс"", ""name"": ""Факс"", ""types"": [{""type"": ""String"", ""StringQualifiers"": ""16""}]}, {""id"": ""ВебСайт"", ""name"": ""Веб сайт"", ""types"": [{""type"": ""String"", ""StringQualifiers"": ""40""}]}, {""id"": ""ВидЦен"", ""name"": ""Вид цен"", ""types"": [{""type"": ""Ref"", ""id"": ""Справочник.ВидыЦен""}]}, {""id"": ""ДополнительнаяИнформация"", ""name"": ""Дополнительная информация"", ""types"": [{""type"": ""String"", ""StringQualifiers"": ""0""}]}, {""id"": ""КонтактноеЛицо"", ""name"": ""Контактное лицо"", ""types"": [{""type"": ""String"", ""StringQualifiers"": ""100""}]}, {""id"": ""Широта"", ""name"": ""Широта"", ""types"": [{""type"": ""Number"", ""NumberQualifiers"": ""10.6""}]}, {""id"": ""Долгота"", ""name"": ""Долгота"", ""types"": [{""type"": ""Number"", ""NumberQualifiers"": ""10.6""}]}]}, {""id"": ""РасчетныеСчетаКонтрагентов"", ""name"": ""Расчетные счета контрагентов"", ""Attributes"": [{""id"": ""Номер"", ""name"": ""Номер"", ""types"": [{""type"": ""String"", ""StringQualifiers"": ""20""}]}, {""id"": ""Банк"", ""name"": ""Банк"", ""types"": [{""type"": ""Ref"", ""id"": ""Справочник.Банки""}]}]}]}",task_080,server,,task8_Куликова_v1.epf
"Написать функцию ПроверкаКорректностиЗаполненияНоменклатуры(),
которая выполняет проверку корректности заполнения карточек номенклатуры (товаров) в справочнике «Товары» и формирует таблицу с перечнем некорректно заполненных позиций.
Проверка должна выполняться на основании данных справочника Справочник.Товары.
В процессе обработки анализируются основные обязательные реквизиты номенклатуры:
Наименование;
Штрихкод;
Описание;
Ссылка на элемент номенклатуры.
Функция должна выполнять выборку всех элементов справочника «Товары» без ограничения по периоду и без дополнительных отборов, так как задача направлена на контроль качества заполнения нормативно-справочной информации.
Алгоритм работы функции следующий:
Сначала формируется запрос к справочнику Товары, в котором выбираются поля:
Ссылка, Наименование, Штрихкод, Описание.
После выполнения запроса результат выгружается в таблицу значений для последующей программной обработки.
Далее создаётся результирующая таблица значений со следующей структурой колонок:
Товар (СправочникСсылка.Товары);
Наименование (Строка);
Штрихкод (Строка);
Описание (Строка);
КорректноЗаполнено (Булево).
Затем выполняется цикл по всем строкам выборки.
Для каждой позиции номенклатуры производится логическая проверка заполненности обязательных реквизитов с использованием функций ЗначениеЗаполнено и ПустаяСтрока.
Элемент номенклатуры считается заполненным некорректно, если:
отсутствует наименование;
не заполнен штрихкод;
отсутствует описание товара.
В случае выявления некорректно заполненных данных в результирующую таблицу добавляется новая строка, в которой фиксируются:
ссылка на товар, его наименование, штрихкод, описание и признак КорректноЗаполнено = Ложь.
Если все обязательные реквизиты заполнены корректно, запись в результирующую таблицу не добавляется, что позволяет формировать список только проблемных позиций номенклатуры.
После завершения обработки всех элементов справочника результирующая таблица сортируется по колонке «Наименование» в возрастающем порядке для удобства анализа пользователем.
Функция должна возвращать объект типа ТаблицаЗначений, содержащий перечень номенклатуры с ошибками заполнения.
Пустая таблица значений считается корректным результатом и означает, что все карточки номенклатуры заполнены правильно и не требуют дополнительной проверки или корректировки.","{""Catalogs"": [{""id"": ""Товары"", ""name"": ""Товары"", ""Attributes"": [{""id"": ""Артикул"", ""name"": ""Артикул"", ""types"": [{""type"": ""String"", ""StringQualifiers"": ""15""}]}, {""id"": ""Поставщик"", ""name"": ""Поставщик"", ""types"": [{""type"": ""Ref"", ""id"": ""Справочник.Контрагенты""}]}, {""id"": ""ФайлКартинки"", ""name"": ""Картинка"", ""types"": [{""type"": ""Ref"", ""id"": ""Справочник.ХранимыеФайлы""}]}, {""id"": ""Вид"", ""name"": ""Вид"", ""types"": []}, {""id"": ""Штрихкод"", ""name"": ""Штрихкод"", ""types"": [{""type"": ""String"", ""StringQualifiers"": ""20""}]}, {""id"": ""Описание"", ""name"": ""Описание"", ""types"": [{""type"": ""String"", ""StringQualifiers"": ""0""}]}]}]}",task_081,server,mid,task8_СредняяПроверкаКорректностиЗаполненияХарактеристикНоменклатуры_v3.epf
"Написать функцию СформироватьОтчетВзаимосвязьПродажТоваровВариантТаблица(ДатаНачала, ДатаОкончания, СравниваемыйТовар), которая формирует отчет на сервере ""ВзаимосвязьПродажТоваров"" на заданный период 
и подменят стандартную структуру отчета(диаграмма) на таблицу. 
 
Функция должна программно сформировать отчет ""ВзаимосвязьПродажТоваров"", вариант отчета ""Основной"". 
Настройки отчета:
	Параметры отчета: НачалоПериода, КонецПериода, СравниваемыйТовар. 
	    Значения параметов: НачалоПериода = ДатаНачала, КонецПериода = ДатаОкончания, СравниваемыйТовар = СравниваемыйТовар(брать из параметров функции)
	Структура отчета: Таблица
	                     *cтроки: Товар. ТипГруппировки = Элементы, ТипДополнения = БезДополнения.    
	                     *столбцы: Период. ТипГруппировки = Элементы, ТипДополнения = БезДополнения.
	Параметры вывода: ВыводитьПараметрыДанных = Не выводить,
	                  ВыводитьОтбор = Не выводить. 
	                  ВертикальноеРасположениеОбщихИтогов = Нет.
Параметры функции:  
ДатаНачала (тип: Дата) - начало периода.
ДатаОкончания (тип: Дата) - окончание периода.
СравниваемыйТовар (тип: СправочникСсылка.Товары) - товар.

Возвращаемое значение: ТабличныйДокумент.","{""Catalogs"": [{""id"": ""Товары"", ""name"": ""Товары"", ""Attributes"": [{""id"": ""Артикул"", ""name"": ""Артикул"", ""types"": [{""type"": ""String"", ""StringQualifiers"": ""15""}]}, {""id"": ""Поставщик"", ""name"": ""Поставщик"", ""types"": [{""type"": ""Ref"", ""id"": ""Справочник.Контрагенты""}]}, {""id"": ""ФайлКартинки"", ""name"": ""Картинка"", ""types"": [{""type"": ""Ref"", ""id"": ""Справочник.ХранимыеФайлы""}]}, {""id"": ""Вид"", ""name"": ""Вид"", ""types"": []}, {""id"": ""Штрихкод"", ""name"": ""Штрихкод"", ""types"": [{""type"": ""String"", ""StringQualifiers"": ""20""}]}, {""id"": ""Описание"", ""name"": ""Описание"", ""types"": [{""type"": ""String"", ""StringQualifiers"": ""0""}]}]}]}",task_082,server,high,task8_сложн_Куликова_v1.epf
"Написать функцию ВыгрузитьЗадолженностьКонтрагентовВJSON(), которая выгружает данные о задолженности контрагентов в файл JSON.   
Данные о задолженности брать из регистра накопления ""Взаиморасчеты"". Отбирать записи актуальные на текущую дату и для которых Сумма < 0. 

Файл должен представлять массив записей, каждая запись должна содержать поля: 

Валюта - наименование валюты. (реквизит ""Наименование"" cправочника ""Валюты"").
Контрагенты - массив записей: каждая запись должна содержать поля:
     Контрагент - наименование контрагента (реквизит ""Наименование"" cправочника ""Контрагенты""). 
     Сумма - сумма задолженности. (поле ""Сумма"" регистра накопления ""Взаиморасчеты"").     
    
Функция должна возвращать путь к получившемуся файлу.","{""AccumulationRegisters"": [{""id"": ""Взаиморасчеты"", ""name"": ""Взаиморасчеты"", ""RegisterType"": ""Balance"", ""Dimensions"": [{""id"": ""Контрагент"", ""name"": ""Контрагент"", ""types"": [{""type"": ""Ref"", ""id"": ""Справочник.Контрагенты""}]}, {""id"": ""Валюта"", ""name"": ""Валюта"", ""types"": [{""type"": ""Ref"", ""id"": ""Справочник.Валюты""}]}], ""Resources"": [{""id"": ""Сумма"", ""name"": ""Сумма"", ""types"": [{""type"": ""Number"", ""NumberQualifiers"": ""10.2""}]}]}], ""Catalogs"": [{""id"": ""Валюты"", ""name"": ""Валюты"", ""Attributes"": [{""id"": ""НаименованиеОсновнойВалюты"", ""name"": ""Наименование основной валюты"", ""types"": [{""type"": ""String"", ""StringQualifiers"": ""0""}]}, {""id"": ""НаименованиеРазменнойВалюты"", ""name"": ""Наименование разменной валюты"", ""types"": [{""type"": ""String"", ""StringQualifiers"": ""0""}]}]}, {""id"": ""Контрагенты"", ""name"": ""Контрагенты"", ""Attributes"": [{""id"": ""Регион"", ""name"": ""Регион"", ""types"": [{""type"": ""Ref"", ""id"": ""Справочник.Регионы""}]}, {""id"": ""Индекс"", ""name"": ""Индекс"", ""types"": [{""type"": ""String"", ""StringQualifiers"": ""10""}]}, {""id"": ""Страна"", ""name"": ""Страна"", ""types"": [{""type"": ""String"", ""StringQualifiers"": ""0""}]}, {""id"": ""Город"", ""name"": ""Город"", ""types"": [{""type"": ""String"", ""StringQualifiers"": ""0""}]}, {""id"": ""Улица"", ""name"": ""Улица"", ""types"": [{""type"": ""String"", ""StringQualifiers"": ""0""}]}, {""id"": ""Дом"", ""name"": ""Дом"", ""types"": [{""type"": ""String"", ""StringQualifiers"": ""15""}]}, {""id"": ""Телефон"", ""name"": ""Телефон"", ""types"": [{""type"": ""String"", ""StringQualifiers"": ""16""}]}, {""id"": ""ЭлектроннаяПочта"", ""name"": ""Электронная почта"", ""types"": [{""type"": ""String"", ""StringQualifiers"": ""40""}]}, {""id"": ""Факс"", ""name"": ""Факс"", ""types"": [{""type"": ""String"", ""StringQualifiers"": ""16""}]}, {""id"": ""ВебСайт"", ""name"": ""Веб сайт"", ""types"": [{""type"": ""String"", ""StringQualifiers"": ""40""}]}, {""id"": ""ВидЦен"", ""name"": ""Вид цен"", ""types"": [{""type"": ""Ref"", ""id"": ""Справочник.ВидыЦен""}]}, {""id"": ""ДополнительнаяИнформация"", ""name"": ""Дополнительная информация"", ""types"": [{""type"": ""String"", ""StringQualifiers"": ""0""}]}, {""id"": ""КонтактноеЛицо"", ""name"": ""Контактное лицо"", ""types"": [{""type"": ""String"", ""StringQualifiers"": ""100""}]}, {""id"": ""Широта"", ""name"": ""Широта"", ""types"": [{""type"": ""Number"", ""NumberQualifiers"": ""10.6""}]}, {""id"": ""Долгота"", ""name"": ""Долгота"", ""types"": [{""type"": ""Number"", ""NumberQualifiers"": ""10.6""}]}]}]}",task_083,server,,task9_Куликова_v1.epf
"Написать функцию СформироватьОтчетОборачиваемости(ДатаНач, ДатаКон),
которая формирует отчет по оборачиваемости товаров (товарный запас в днях) на основании данных системы учета запасов и продаж.
Отчет должен формироваться на основании регистров накопления «Продажи» и «ТоварныеЗапасы».
Данные о продажах выбираются из регистра РегистрНакопления.Продажи с отбором по периоду дат, где дата регистратора (Продажи.Регистратор.Дата) находится в диапазоне между параметрами ДатаНач и ДатаКон (включительно).
Остатки товаров определяются по регистру РегистрНакопления.ТоварныеЗапасы.Остатки на дату окончания периода.
Если параметры периода не заданы, функция автоматически устанавливает период анализа равный последним 30 календарным дням от текущей даты.
Также выполняется проверка корректности периода: дата окончания не может быть меньше даты начала.
Структура формирования отчета выполняется следующим образом:
Сначала формируется временная таблица продаж, в которой данные группируются по товару и рассчитывается суммарное количество продаж за указанный период.
Далее выполняется запрос к регистру остатков товаров, после чего данные об остатках объединяются с данными о продажах по номенклатуре (товару) с использованием левого соединения.
На основании полученных данных рассчитываются аналитические показатели:
Остаток товара на складе;
Количество продаж за период;
Среднедневные продажи (отношение количества продаж к количеству дней в периоде);
Оборачиваемость товара в днях (отношение текущего остатка к среднедневным продажам).
В случае отсутствия продаж по товару среднедневные продажи принимаются равными нулю, а оборачиваемость рассчитывается как условно высокая величина, что позволяет выявлять медленно оборачиваемые и неликвидные запасы.
Результат работы функции представляет собой ТаблицуЗначений, содержащую колонки:
Товар, Остаток, КоличествоПродаж, СреднедневныеПродажи, ОборачиваемостьВДнях.
После заполнения таблица сортируется по показателю оборачиваемости в днях в порядке убывания для удобства анализа товарных запасов и принятия управленческих решений по закупкам, списанию или перераспределению товаров.","{""AccumulationRegisters"": [{""id"": ""Продажи"", ""name"": ""Продажи"", ""RegisterType"": ""Turnovers"", ""Dimensions"": [{""id"": ""Покупатель"", ""name"": ""Покупатель"", ""types"": [{""type"": ""Ref"", ""id"": ""Справочник.Контрагенты""}]}, {""id"": ""Товар"", ""name"": ""Товар"", ""types"": [{""type"": ""Ref"", ""id"": ""Справочник.Товары""}]}], ""Resources"": [{""id"": ""Количество"", ""name"": ""Количество"", ""types"": [{""type"": ""Number"", ""NumberQualifiers"": ""10.2""}]}, {""id"": ""Сумма"", ""name"": ""Сумма"", ""types"": [{""type"": ""Number"", ""NumberQualifiers"": ""10.2""}]}]}, {""id"": ""ТоварныеЗапасы"", ""name"": ""Товарные запасы"", ""RegisterType"": ""Balance"", ""Dimensions"": [{""id"": ""Товар"", ""name"": ""Товар"", ""types"": [{""type"": ""Ref"", ""id"": ""Справочник.Товары""}]}, {""id"": ""Склад"", ""name"": ""Склад"", ""types"": [{""type"": ""Ref"", ""id"": ""Справочник.Склады""}]}], ""Resources"": [{""id"": ""Количество"", ""name"": ""Количество"", ""types"": [{""type"": ""Number"", ""NumberQualifiers"": ""10.2""}]}]}]}",task_084,server,mid,task9_СредняяОтчетПоОборачиваемостиТоваров_v3.epf
"Написать функцию СформироватьОтчетДинамикаПродажТовара(ДатаНачала, ДатаОкончания, Товар), которая формирует отчет на сервере ""ДинамикаПродаж"" на заданный период и с отбором по ""Товар"". 
Функция должна программно сформировать отчет ""ДинамикаПродаж"", вариант отчета ""ПродажиТоваровПоПокупателям"". 
Настройки отчета:
	Параметры отчета: Период 
	    Значения параметов: Период.ДатаНачала = ДатаНачала, Период.ДатаОкончания = ДатаОкончания.
	Параметры вывода: ВыводитьПараметрыДанных = Не выводить,
	                  ВыводитьОтбор = Не выводить. 
	Отбор : Товар = Товар.
	                  
Параметры функции:  
ДатаНачала (тип: Дата) - начало периода.
ДатаОкончания (тип: Дата) - окончание периода.
Товар (тип: СправочникСсылка.Товары) - товар.

Возвращаемое значение: ТабличныйДокумент.","{""Catalogs"": [{""id"": ""Товары"", ""name"": ""Товары"", ""Attributes"": [{""id"": ""Артикул"", ""name"": ""Артикул"", ""types"": [{""type"": ""String"", ""StringQualifiers"": ""15""}]}, {""id"": ""Поставщик"", ""name"": ""Поставщик"", ""types"": [{""type"": ""Ref"", ""id"": ""Справочник.Контрагенты""}]}, {""id"": ""ФайлКартинки"", ""name"": ""Картинка"", ""types"": [{""type"": ""Ref"", ""id"": ""Справочник.ХранимыеФайлы""}]}, {""id"": ""Вид"", ""name"": ""Вид"", ""types"": []}, {""id"": ""Штрихкод"", ""name"": ""Штрихкод"", ""types"": [{""type"": ""String"", ""StringQualifiers"": ""20""}]}, {""id"": ""Описание"", ""name"": ""Описание"", ""types"": [{""type"": ""String"", ""StringQualifiers"": ""0""}]}]}]}",task_085,server,high,task9_сложн_Куликова_v1.epf
